crash_ref_id,city_name_first,state_name_first,lat_coord_first,lon_coord_first,incident_year_first,incident_month_first,incident_time_first,hour_of_day_first,weekday_name_first,weekend_flag_first,is_night_time_first,peak_hour_flag_first,festival_name_first,route_category_first,lane_count_first,signal_present_flag_first,weather_condition_first,visibility_level_first,temp_celsius_first,congestion_level_first,road_surface_condition_first,primary_cause_first,alcohol_suspected_flag_first,road_hazard_flag_first,vehicle_count_first,dominant_vehicle_type_first,occupants_per_vehicle_first,total_occupants_in_crash_first,crash_severity_first,mean_speed_at_impact_kmph,max_speed_at_impact_kmph,min_speed_at_impact_kmph,speed_at_impact_std,mean_passenger_age,max_passenger_age,min_passenger_age,passenger_age_std,helmet_seatbelt_usage_rate,airbag_deployed_flag_mean,male_ratio,female_ratio,driver_ratio,rider_ratio,pillion_ratio,passenger_ratio,valid_license_ratio,invalid_license_ratio,occupant_record_count
4663,mumbai,maharashtra,18.956543,72.726104,2023,2,11:00,11,friday,0,0,0,,rural,3,0,rain,low,18,low,flooded,distraction,0,0,4,auto_rickshaw,3,12,major,55.9,77.9,36.8,13.264237633576986,28.666666666666668,40,16,7.414155175722786,1.0,0.0,0.75,0.25,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5833333333333334,0.3333333333333333,12
4664,bangalore,karnataka,13.108772,77.563927,2022,2,13:00,13,thursday,0,0,0,,urban,4,1,rain,medium,22,low,wet,drunk_driving,1,0,3,auto_rickshaw,1,3,minor,27.96666666666667,50.6,5.0,22.801827412146892,26.0,33,16,8.888194417315589,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,3
4665,pune,maharashtra,18.660115,73.887674,2022,8,6:00,6,sunday,1,0,0,,urban,4,0,clear,high,39,high,dry,distraction,0,0,2,auto_rickshaw,2,4,minor,32.875,43.0,20.6,11.721028111902127,28.25,37,17,8.381527307120106,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,4
4666,pune,maharashtra,18.431386,73.935817,2023,3,2:00,2,wednesday,0,1,0,,rural,5,0,rain,low,37,low,wet,weather,0,0,2,two_wheeler,1,2,minor,39.0,50.6,27.4,16.404877323527906,17.0,19,15,2.8284271247461903,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,2
4667,bangalore,karnataka,13.130779,77.740699,2024,5,6:00,6,saturday,1,0,0,,highway,5,1,clear,high,31,high,dry,distraction,0,0,5,auto_rickshaw,3,15,minor,34.77333333333333,53.2,18.7,9.38566282511079,31.2,59,8,14.561200892391101,0.6666666666666666,0.0,0.6,0.4,0.26666666666666666,0.0,0.0,0.7333333333333333,0.8,0.0,15
4668,bangalore,karnataka,13.058861,77.502467,2023,7,1:00,1,thursday,0,1,0,,urban,5,0,clear,high,33,low,dry,distraction,0,0,3,car,1,3,minor,25.833333333333332,49.0,9.7,20.572392503871136,35.333333333333336,43,30,6.8068592855540455,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
4669,bangalore,karnataka,13.113303,77.573173,2025,3,1:00,1,saturday,1,1,0,,highway,5,1,fog,low,19,medium,damp,distraction,0,0,4,car,3,12,major,64.22500000000001,88.0,40.5,14.01363783799715,27.25,42,7,10.323186611612803,0.6666666666666666,0.6666666666666666,0.5,0.5,0.16666666666666666,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,12
4670,bangalore,karnataka,12.868616,77.766105,2022,10,13:00,13,sunday,1,0,0,,urban,6,1,rain,low,26,medium,flooded,overspeeding,0,0,3,two_wheeler,1,3,minor,41.166666666666664,44.8,37.1,3.868246803570494,24.333333333333332,35,9,13.613718571108091,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,3
4671,pune,maharashtra,18.426692,73.801088,2023,1,5:00,5,thursday,0,1,0,,highway,5,0,clear,high,39,high,dry,weather,0,0,2,bus,9,18,major,66.28333333333333,86.8,41.9,11.742895223721197,28.11111111111111,57,3,14.037298587477112,0.0,0.0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.0,0.0,0.8888888888888888,0.6111111111111112,0.2222222222222222,18
4672,chennai,tamil_nadu,13.095613,80.101007,2025,1,8:00,8,thursday,0,0,1,,rural,6,1,fog,low,22,high,damp,poor_road,0,1,5,auto_rickshaw,2,10,minor,36.47,65.2,13.1,18.06642373760415,35.1,59,17,11.589746426139884,0.6,0.0,0.6,0.4,0.1,0.0,0.0,0.9,0.9,0.1,10
4673,delhi,delhi,28.545107,77.204397,2022,4,7:00,7,friday,0,0,0,,urban,4,0,fog,low,36,medium,damp,drunk_driving,1,0,2,two_wheeler,2,4,minor,39.05,51.1,24.5,10.969807047832095,27.0,36,20,6.6332495807108,0.75,0.0,0.75,0.25,0.0,0.5,0.5,0.0,1.0,0.0,4
4674,chennai,tamil_nadu,13.020792,80.288117,2024,4,19:00,19,thursday,0,0,1,,highway,3,0,clear,high,28,high,dry,drunk_driving,1,0,5,car,3,15,minor,31.773333333333333,57.0,8.0,13.317038852895331,33.2,50,3,10.89691961716049,0.6666666666666666,0.0,0.8666666666666667,0.13333333333333333,0.26666666666666666,0.0,0.0,0.7333333333333333,0.8666666666666667,0.0,15
4675,mumbai,maharashtra,18.936837,72.963583,2025,1,18:00,18,friday,0,0,1,,urban,1,0,fog,low,35,high,damp,weather,0,0,5,bus,8,40,minor,34.4125,71.5,10.7,12.62903020212375,34.75,64,11,14.644067670859688,0.0,0.0,0.7,0.3,0.025,0.0,0.0,0.975,0.85,0.05,40
4676,hyderabad,telangana,17.474954,78.3208,2024,11,12:00,12,wednesday,0,0,0,,rural,5,1,clear,high,19,medium,dry,overspeeding,0,0,3,two_wheeler,1,3,major,73.3,86.5,62.4,12.213517101965348,21.333333333333332,32,13,9.71253485622231,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,3
4677,chennai,tamil_nadu,13.121636,80.23204,2023,8,5:00,5,tuesday,0,1,0,,rural,6,0,fog,low,25,high,damp,weather,0,0,2,truck,1,2,minor,41.8,44.5,39.1,3.818376618407353,28.5,35,22,9.192388155425117,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,2
4678,mumbai,maharashtra,19.242008,72.746063,2025,1,3:00,3,tuesday,0,1,0,,highway,4,1,fog,low,38,low,damp,poor_road,0,1,4,car,1,4,fatal,90.80000000000001,123.4,56.9,30.70732811561436,44.0,48,41,2.943920288775949,0.5,0.5,0.25,0.75,0.25,0.0,0.0,0.75,1.0,0.0,4
4679,chandigarh,punjab,30.682822,76.804145,2023,3,11:00,11,friday,0,0,0,,urban,5,0,rain,low,35,medium,wet,weather,0,0,1,car,1,1,major,65.0,65.0,65.0,,44.0,44,44,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
4680,kolkata,west_bengal,22.60992,88.368616,2025,1,16:00,16,sunday,1,0,0,,urban,6,0,clear,high,20,high,damaged_pavement,distraction,0,0,5,two_wheeler,2,10,minor,40.06,68.7,19.1,16.853697253454836,23.6,37,18,6.003702561290361,0.5,0.0,0.9,0.1,0.0,0.5,0.5,0.0,0.9,0.0,10
4681,pune,maharashtra,18.444428,73.739895,2023,11,7:00,7,sunday,1,0,0,,rural,1,0,fog,low,34,high,damp,distraction,0,0,1,two_wheeler,1,1,minor,27.3,27.3,27.3,,42.0,42,42,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
4682,kolkata,west_bengal,22.67743,88.37875,2022,4,14:00,14,monday,0,0,0,,urban,2,0,clear,high,26,low,dry,overspeeding,0,0,5,truck,1,5,minor,37.260000000000005,54.3,25.4,12.420869534778955,36.0,44,19,9.82344135219425,0.4,0.0,0.6,0.4,0.6,0.0,0.0,0.4,0.4,0.2,5
4683,kolkata,west_bengal,22.484686,88.377901,2023,8,0:00,0,thursday,0,1,0,,highway,6,0,fog,low,30,low,damp,distraction,0,0,5,two_wheeler,2,10,major,50.03,72.8,20.2,16.654332102422412,26.1,48,11,11.985639555549614,0.6,0.0,0.6,0.4,0.0,0.4,0.6,0.0,0.5,0.3,10
4684,pune,maharashtra,18.473845,73.855716,2025,1,14:00,14,saturday,1,0,0,,highway,1,1,clear,high,15,low,dry,overspeeding,0,0,5,auto_rickshaw,3,15,minor,37.13333333333333,48.0,22.8,8.340320879975325,33.93333333333333,58,20,10.89866745895811,0.5333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.8,0.0,15
4685,delhi,delhi,28.694415,77.148302,2023,11,3:00,3,thursday,0,1,0,,highway,1,0,fog,low,32,low,damp,weather,0,0,1,two_wheeler,2,2,minor,28.35,43.5,13.2,21.42533546995239,20.0,22,18,2.8284271247461903,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,2
4686,kolkata,west_bengal,22.480321,88.268155,2024,11,16:00,16,wednesday,0,0,0,,highway,4,0,fog,low,29,medium,damp,weather,0,0,1,two_wheeler,2,2,minor,25.4,32.3,18.5,9.758073580374354,15.5,16,15,0.7071067811865476,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,2
4687,delhi,delhi,28.602696,77.033761,2023,3,1:00,1,thursday,0,1,0,,highway,4,1,fog,low,29,medium,damp,weather,0,0,4,two_wheeler,1,4,minor,37.475,50.1,29.5,9.291707772704289,26.5,32,20,5.507570547286102,0.25,0.0,0.25,0.75,0.0,1.0,0.0,0.0,0.5,0.25,4
4688,bangalore,karnataka,12.905325,77.732749,2022,5,11:00,11,friday,0,0,0,,rural,5,1,fog,low,40,low,damp,drunk_driving,1,0,1,car,1,1,minor,34.3,34.3,34.3,,38.0,38,38,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
4689,kolkata,west_bengal,22.504275,88.290376,2022,5,21:00,21,friday,0,1,0,,rural,5,1,rain,medium,23,high,wet,weather,0,0,2,truck,2,4,minor,37.724999999999994,74.1,20.0,24.59774718681909,35.25,44,27,6.994045086119096,1.0,0.0,0.5,0.5,0.75,0.0,0.0,0.25,0.75,0.0,4
4690,chennai,tamil_nadu,12.95539,80.180246,2022,3,10:00,10,saturday,1,0,1,,rural,2,1,rain,medium,31,high,wet,weather,0,0,4,two_wheeler,2,8,minor,36.1125,49.2,7.3,12.568831915269046,23.625,29,17,4.59619407771256,0.875,0.0,0.75,0.25,0.0,0.375,0.625,0.0,0.875,0.0,8
4691,kolkata,west_bengal,22.46574,88.354117,2024,8,0:00,0,thursday,0,1,0,,urban,5,0,rain,medium,25,low,flooded,overspeeding,0,0,5,two_wheeler,2,10,fatal,88.78999999999999,105.1,66.6,11.680035197816068,23.5,51,3,13.091557924436987,0.6,0.0,0.7,0.3,0.0,0.8,0.2,0.0,0.8,0.1,10
4692,pune,maharashtra,18.527,73.934556,2022,6,0:00,0,saturday,1,1,0,,rural,6,1,rain,low,20,low,wet,weather,0,0,2,two_wheeler,2,4,minor,33.15,50.0,17.0,13.928029293478673,24.25,33,17,6.898067362191626,0.25,0.0,1.0,0.0,0.0,0.25,0.75,0.0,0.75,0.25,4
4693,hyderabad,telangana,17.339778,78.27209,2024,3,16:00,16,thursday,0,0,0,,urban,3,0,fog,low,30,medium,damp,weather,0,0,3,car,2,6,major,61.21666666666667,78.1,35.5,15.008586431328787,45.5,76,19,19.253571097331527,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.8333333333333334,0.5,0.3333333333333333,6
4694,chandigarh,punjab,30.793166,76.795398,2023,10,13:00,13,thursday,0,0,0,,urban,2,0,clear,high,33,low,dry,distraction,0,0,1,car,2,2,minor,31.25,34.7,27.8,4.879036790187178,26.0,37,15,15.556349186104045,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,2
4695,chandigarh,punjab,30.622321,76.832367,2022,4,13:00,13,thursday,0,0,0,,rural,5,0,clear,high,18,high,dry,poor_road,0,1,1,bus,12,12,major,66.2,82.6,38.1,13.507371724695036,32.75,50,12,12.344487175916367,0.0,0.0,0.75,0.25,0.0,0.0,0.0,1.0,0.75,0.0,12
4696,chennai,tamil_nadu,12.905585,80.295515,2023,8,3:00,3,saturday,1,1,0,,highway,2,0,rain,medium,34,medium,wet,drunk_driving,1,0,1,car,3,3,major,61.666666666666664,71.0,53.5,8.808140174482542,40.333333333333336,49,29,10.263202878893768,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,3
4697,delhi,delhi,28.692736,77.036141,2023,9,1:00,1,monday,0,1,0,,rural,2,0,rain,medium,24,low,flooded,poor_road,0,1,1,car,4,4,fatal,91.65,104.4,83.9,9.45039681706541,40.75,50,32,7.632168761236874,0.5,0.75,0.25,0.75,0.0,0.0,0.0,1.0,0.75,0.25,4
4698,mumbai,maharashtra,18.960656,72.701622,2023,12,9:00,9,sunday,1,0,1,,rural,3,1,fog,low,33,medium,damp,distraction,0,0,2,two_wheeler,2,4,minor,40.575,70.0,10.9,26.984856864545343,30.0,38,19,8.445906306213285,1.0,0.0,0.75,0.25,0.0,0.5,0.5,0.0,1.0,0.0,4
4699,chandigarh,punjab,30.796789,76.853859,2024,4,9:00,9,friday,0,0,1,,highway,4,1,clear,high,18,high,damaged_pavement,poor_road,0,1,2,truck,1,2,minor,42.15,44.4,39.9,3.181980515339464,47.0,51,43,5.656854249492381,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,2
4700,bangalore,karnataka,13.075285,77.436062,2024,5,9:00,9,tuesday,0,0,1,,highway,3,0,rain,medium,36,high,wet,weather,0,0,2,two_wheeler,2,4,fatal,75.675,80.6,65.6,6.813405903070801,33.5,42,23,9.46924847422786,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.0,4
4701,bangalore,karnataka,12.94624,77.77365,2024,7,17:00,17,saturday,1,0,1,,highway,4,1,rain,low,28,medium,wet,distraction,0,0,2,two_wheeler,1,2,minor,47.45,54.2,40.7,9.545941546018392,37.0,41,33,5.656854249492381,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,2
4702,mumbai,maharashtra,18.984668,72.788713,2024,11,8:00,8,saturday,1,0,1,,urban,1,0,rain,low,17,medium,flooded,weather,0,0,5,car,2,10,minor,33.03,57.0,5.0,21.05416559469619,32.1,46,20,9.608445359277546,0.6,0.0,0.6,0.4,0.5,0.0,0.0,0.5,0.6,0.1,10
4703,chennai,tamil_nadu,13.09037,80.256853,2023,6,13:00,13,monday,0,0,0,,highway,1,0,clear,high,23,medium,damaged_pavement,poor_road,0,1,1,car,4,4,major,52.85,58.7,38.1,9.860865411649561,32.0,38,23,6.377042156569663,0.5,0.75,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,4
4704,kolkata,west_bengal,22.632819,88.431502,2023,12,6:00,6,monday,0,0,0,,rural,1,1,fog,low,23,medium,damp,overspeeding,0,0,5,car,2,10,minor,32.18,57.1,5.4,14.436281454107988,32.5,55,8,11.843892002959914,0.5,0.0,0.7,0.3,0.1,0.0,0.0,0.9,0.9,0.1,10
4705,delhi,delhi,28.653791,77.221877,2022,2,16:00,16,monday,0,0,0,,highway,5,0,rain,medium,38,low,wet,overspeeding,0,0,5,car,4,20,minor,36.269999999999996,56.5,15.8,12.667326390945204,30.65,68,3,16.252206327951775,0.6,0.0,0.7,0.3,0.2,0.0,0.0,0.8,0.75,0.1,20
4706,chandigarh,punjab,30.659783,76.881902,2022,3,15:00,15,tuesday,0,0,0,,urban,5,0,clear,high,24,high,dry,poor_road,0,1,5,auto_rickshaw,3,15,fatal,80.44,105.0,57.4,13.089297700247872,33.46666666666667,60,9,14.608542836625555,0.8,0.0,0.6,0.4,0.06666666666666667,0.0,0.0,0.9333333333333333,0.8,0.06666666666666667,15
4707,mumbai,maharashtra,18.825873,72.76307,2022,9,0:00,0,sunday,1,1,0,,highway,6,1,clear,high,34,low,dry,overspeeding,0,0,1,two_wheeler,1,1,minor,51.4,51.4,51.4,,40.0,40,40,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
4708,mumbai,maharashtra,19.150227,72.947942,2022,7,23:00,23,tuesday,0,1,0,,highway,6,0,fog,low,22,medium,damp,drunk_driving,1,0,1,auto_rickshaw,3,3,minor,54.666666666666664,87.4,37.6,28.35653951619156,30.666666666666668,38,21,8.736894948054104,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3
4709,pune,maharashtra,18.501149,73.733035,2025,2,14:00,14,thursday,0,0,0,,urban,1,0,rain,low,26,low,wet,distraction,0,0,3,car,1,3,minor,33.0,42.7,26.3,8.601744009211156,35.0,46,24,11.0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,3
4710,delhi,delhi,28.775581,76.842365,2024,10,7:00,7,tuesday,0,0,0,,highway,2,0,fog,low,27,low,damp,distraction,0,0,4,car,4,16,fatal,80.73125,106.8,57.3,16.50687609250561,34.3125,55,10,11.9259870311294,0.625,0.75,0.4375,0.5625,0.4375,0.0,0.0,0.5625,0.625,0.1875,16
4711,pune,maharashtra,18.659035,73.908769,2022,1,20:00,20,wednesday,0,1,0,,rural,2,1,clear,high,18,medium,dry,weather,0,0,2,car,1,2,major,67.25,70.9,63.6,5.161879502661797,32.0,36,28,5.656854249492381,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,2
4712,delhi,delhi,28.795014,76.965011,2022,4,6:00,6,thursday,0,0,0,,urban,4,1,clear,high,39,medium,dry,drunk_driving,1,0,5,two_wheeler,1,5,minor,32.980000000000004,42.9,12.8,11.663704385828714,25.0,31,22,3.9370039370059056,0.4,0.0,0.8,0.2,0.0,0.6,0.4,0.0,0.8,0.2,5
4713,mumbai,maharashtra,18.932975,72.721966,2022,4,22:00,22,tuesday,0,1,0,,highway,2,0,fog,low,32,high,damp,poor_road,0,1,3,auto_rickshaw,3,9,minor,34.18888888888889,57.3,5.0,17.31707570899634,33.333333333333336,50,23,9.486832980505138,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.0,0.0,0.7777777777777778,0.7777777777777778,0.0,9
4714,mumbai,maharashtra,19.049101,72.725991,2023,8,23:00,23,tuesday,0,1,0,,rural,1,0,fog,low,40,low,damp,drunk_driving,1,0,4,car,4,16,minor,30.225,50.1,5.9,13.217337099431186,30.375,45,9,10.862013318594915,0.125,0.0,0.6875,0.3125,0.3125,0.0,0.0,0.6875,0.625,0.125,16
4715,chennai,tamil_nadu,13.166828,80.188292,2022,7,6:00,6,friday,0,0,0,,highway,1,0,clear,high,40,low,dry,overspeeding,0,0,5,two_wheeler,2,10,fatal,80.62,100.4,62.1,11.18469191946445,29.2,45,8,11.242775458044157,0.7,0.0,0.4,0.6,0.0,0.8,0.2,0.0,0.9,0.1,10
4716,chandigarh,punjab,30.74313,76.806477,2022,1,0:00,0,monday,0,1,0,,urban,1,0,rain,low,34,high,wet,distraction,0,0,3,car,2,6,minor,31.866666666666664,42.4,12.7,10.316717824321197,30.833333333333332,50,19,10.998484744121194,0.8333333333333334,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,6
4717,chandigarh,punjab,30.651945,76.856936,2022,9,8:00,8,monday,0,0,1,,highway,3,1,rain,medium,32,medium,wet,distraction,0,0,1,truck,2,2,major,66.19999999999999,80.1,52.3,19.657568516986025,41.0,42,40,1.4142135623730951,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,2
4718,chennai,tamil_nadu,12.805494,80.198562,2024,4,7:00,7,saturday,1,0,0,,highway,2,1,clear,high,29,low,damaged_pavement,poor_road,0,1,3,car,2,6,minor,30.583333333333332,49.6,8.8,17.412686945634402,42.166666666666664,67,17,19.051684090039565,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,6
4719,chennai,tamil_nadu,12.921084,80.260865,2023,4,17:00,17,wednesday,0,0,1,,rural,5,1,fog,low,17,high,damp,distraction,0,0,5,truck,1,5,major,73.9,86.7,64.9,8.059466483583144,38.4,59,18,14.67310464761974,0.4,0.0,0.8,0.2,0.4,0.0,0.0,0.6,0.6,0.4,5
4720,bangalore,karnataka,13.199342,77.514039,2022,6,9:00,9,tuesday,0,0,1,,rural,2,0,clear,high,27,high,damaged_pavement,drunk_driving,1,0,3,two_wheeler,1,3,major,64.06666666666666,68.8,60.9,4.176521678781679,30.333333333333332,38,21,8.621678104251709,0.6666666666666666,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,3
4721,hyderabad,telangana,17.303117,78.477142,2022,1,16:00,16,thursday,0,0,0,,rural,1,0,fog,low,15,high,damp,weather,0,0,5,two_wheeler,1,5,fatal,83.28,98.6,58.2,15.58419070725201,29.2,37,21,7.259476565152615,0.8,0.0,0.4,0.6,0.0,0.2,0.8,0.0,0.8,0.0,5
4722,pune,maharashtra,18.503122,73.769594,2024,9,23:00,23,thursday,0,1,0,,highway,1,1,clear,high,40,low,dry,poor_road,0,1,2,two_wheeler,1,2,fatal,80.6,81.8,79.4,1.697056274847703,34.5,37,32,3.5355339059327378,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,2
4723,mumbai,maharashtra,18.851731,72.930972,2024,7,7:00,7,wednesday,0,0,0,,highway,4,1,fog,low,25,low,damp,distraction,0,0,5,car,2,10,major,70.72,89.8,39.9,13.880826104138517,36.9,62,17,14.533103973725334,0.8,0.8,0.6,0.4,0.4,0.0,0.0,0.6,0.6,0.3,10
4724,chandigarh,punjab,30.7501,76.760086,2022,10,10:00,10,tuesday,0,0,1,,urban,2,0,clear,high,22,medium,dry,overspeeding,0,0,4,two_wheeler,1,4,minor,38.849999999999994,46.8,22.9,10.859864946981002,26.5,43,17,11.474609652039003,0.5,0.0,0.75,0.25,0.0,0.75,0.25,0.0,0.75,0.0,4
4725,bangalore,karnataka,13.095077,77.424618,2022,5,17:00,17,tuesday,0,0,1,,highway,1,1,fog,low,20,medium,damp,weather,0,0,3,two_wheeler,2,6,minor,24.8,38.6,5.0,12.545915670049755,28.833333333333332,38,18,7.440878084384038,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.5,0.5,0.0,0.8333333333333334,0.0,6
4726,chandigarh,punjab,30.736434,76.70689,2025,1,8:00,8,wednesday,0,0,1,,urban,6,0,clear,high,19,high,dry,distraction,0,0,3,truck,2,6,minor,31.8,52.7,19.8,13.056492637764554,30.333333333333332,48,22,10.23067283548187,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,6
4727,delhi,delhi,28.502558,77.090351,2022,2,20:00,20,wednesday,0,1,0,,rural,3,1,clear,high,16,medium,dry,overspeeding,0,0,1,auto_rickshaw,1,1,minor,35.7,35.7,35.7,,48.0,48,48,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
4728,pune,maharashtra,18.554444,73.706768,2022,9,20:00,20,wednesday,0,1,0,,urban,2,1,rain,low,33,low,wet,overspeeding,0,0,3,auto_rickshaw,3,9,major,61.72222222222222,96.4,33.6,19.26809394943995,27.88888888888889,39,11,9.089065469623987,0.8888888888888888,0.0,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5555555555555556,0.2222222222222222,9
4729,kolkata,west_bengal,22.546634,88.417442,2023,3,8:00,8,sunday,1,0,1,,highway,1,1,rain,low,28,low,wet,poor_road,0,1,2,two_wheeler,1,2,major,48.25,58.5,38.0,14.495689014324224,34.0,38,30,5.656854249492381,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,2
4730,kolkata,west_bengal,22.62137,88.21319,2024,10,15:00,15,tuesday,0,0,0,,urban,4,1,clear,high,32,medium,dry,poor_road,0,1,4,two_wheeler,1,4,major,61.325,85.4,40.8,18.431743451628954,24.25,28,16,5.560275772537426,0.75,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,4
4731,pune,maharashtra,18.505395,73.835047,2024,5,3:00,3,monday,0,1,0,,highway,5,1,rain,low,31,low,wet,overspeeding,0,0,1,two_wheeler,1,1,fatal,72.8,72.8,72.8,,36.0,36,36,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4732,kolkata,west_bengal,22.504583,88.403316,2024,7,5:00,5,wednesday,0,1,0,,highway,2,1,clear,high,30,low,dry,distraction,0,0,2,auto_rickshaw,1,2,minor,31.75,39.1,24.4,10.394469683442251,22.0,27,17,7.0710678118654755,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,2
4733,pune,maharashtra,18.522226,73.876512,2024,11,5:00,5,tuesday,0,1,0,,highway,5,1,rain,low,32,medium,flooded,drunk_driving,1,0,5,truck,2,10,minor,38.65,71.8,27.1,13.272381516182811,36.0,55,19,12.727922061357857,0.4,0.0,0.6,0.4,0.5,0.0,0.0,0.5,0.6,0.1,10
4734,mumbai,maharashtra,18.938581,72.896026,2024,7,20:00,20,wednesday,0,1,0,,rural,5,1,rain,medium,29,low,wet,overspeeding,0,0,4,car,2,8,major,58.725,83.7,36.2,16.220423633713853,38.5,60,25,12.224097980160803,0.375,0.75,0.625,0.375,0.125,0.0,0.0,0.875,0.875,0.0,8
4735,kolkata,west_bengal,22.457002,88.253502,2024,3,0:00,0,wednesday,0,1,0,,rural,1,0,rain,low,21,low,flooded,poor_road,0,1,1,two_wheeler,1,1,minor,33.0,33.0,33.0,,3.0,3,3,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4736,pune,maharashtra,18.630378,73.92302,2025,3,2:00,2,thursday,0,1,0,,rural,3,0,rain,low,25,high,wet,poor_road,0,1,4,car,2,8,major,72.0625,93.9,51.2,12.586720610003454,32.625,49,16,12.223367550953963,0.375,0.625,0.875,0.125,0.25,0.0,0.0,0.75,1.0,0.0,8
4737,bangalore,karnataka,13.117358,77.520356,2024,8,6:00,6,tuesday,0,0,0,,rural,6,0,rain,medium,23,high,flooded,weather,0,0,3,two_wheeler,2,6,minor,42.78333333333333,60.0,14.8,16.97567868059085,15.5,34,3,10.21273714534943,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.8333333333333334,0.0,6
4738,bangalore,karnataka,12.910546,77.59822,2023,8,13:00,13,tuesday,0,0,0,,urban,1,1,rain,low,23,high,wet,poor_road,0,1,4,two_wheeler,2,8,major,55.5875,72.5,38.3,12.876605309075615,27.0,45,17,8.228869042236955,0.875,0.0,0.625,0.375,0.0,0.625,0.375,0.0,0.5,0.125,8
4739,pune,maharashtra,18.578082,73.706327,2025,1,2:00,2,sunday,1,1,0,,rural,2,1,clear,high,21,medium,dry,distraction,0,0,1,car,2,2,fatal,92.44999999999999,96.6,88.3,5.868986283848347,47.5,54,41,9.192388155425117,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,2
